6/8/2015,3.22,
6/18/2015,3.79,
6/22/2015,2.83,
6/29/2015,12.68,
7/7/2015,26.42,
7/13/2015,3.18,
7/20/2015,5.45,
7/27/2015,5.22,
8/4/2015,20.30,
8/10/2015,81.34,
8/17/2015,144.64,
8/24/2015,91.65,
8/31/2015,45.38,
9/8/2015,46.98,
9/14/2015,70.57,
9/21/2015,42.24,
9/28/2015,28.21,
10/5/2015,8.51,
10/14/2015,3.96,
10/19/2015,8.78,
