2014/05/27,-1
2014/06/16,-1
2014/06/30,-1
2014/07/08,-1
2014/07/14,-1
2014/07/21,6.14
2014/07/29,6.93
2014/08/04,9.28
2014/08/11,2.90
2014/08/18,3.39
2014/08/25,3.10
2014/09/02,0.30
2014/09/08,0.40
2014/09/15,1.30
2014/09/23,0.90
2014/09/29,0.60
2014/10/06,-1
2014/10/15,0.30
2014/10/20,-1
2014/10/27,-1
2014/11/03,-1
