2014/05/27,-1
2014/06/16,-1
2014/06/30,-1
2014/07/08,-1
2014/07/14,0.44
2014/07/21,2.81
2014/07/29,1.74
2014/08/04,1.17
2014/08/11,0.164
2014/08/18,0.21
2014/08/25,1.80
2014/09/02,-1
2014/09/08,1.40
2014/09/15,0.60
2014/09/23,0.10
2014/09/29,0.20
2014/10/06,0.50
2014/10/15,0.24
2014/10/20,-1
2014/10/27,-1
2014/11/03,
