ID,Year,DOY,UTC,AirTemp_C,WindSpd_m/s,WindGst_m/s,WindDir_deg
12,2004,244,1700,20.5,1.1,1.5,181
12,2004,244,1705,20.6,1.2,1.8,191
12,2004,244,1710,20.7,1.4,1.9,197
12,2004,244,1715,20.7,1.4,1.9,187
12,2004,244,1720,20.8,1.4,1.8,189
12,2004,244,1725,20.9,1.4,2.1,190
12,2004,244,1730,21.0,1.5,2.1,185
12,2004,244,1735,21.0,1.6,2.1,174
12,2004,244,1740,21.0,1.5,2.0,176
12,2004,244,1745,21.1,1.5,2.0,193
12,2004,244,1750,21.1,1.9,2.3,178
12,2004,244,1755,21.1,2.1,2.8,181
12,2004,244,1800,21.1,2.1,2.7,174
12,2004,244,1805,21.1,2.1,2.9,173
12,2004,244,1810,21.1,2.4,2.9,160
12,2004,244,1815,21.1,2.5,3.1,161
12,2004,244,1820,21.1,3.0,3.5,154
12,2004,244,1825,21.1,3.2,3.7,161
12,2004,244,1830,21.2,3.2,3.7,161
12,2004,244,1835,21.3,3.2,3.8,158
12,2004,244,1840,21.3,3.2,3.6,170
12,2004,244,1845,21.4,3.4,4.0,161
12,2004,244,1850,21.4,3.6,4.0,163
12,2004,244,1855,21.5,3.5,4.4,164
12,2004,244,1900,21.5,3.4,3.9,165
12,2004,244,1905,21.7,3.4,4.1,164
12,2004,244,1910,21.7,3.6,4.0,159
12,2004,244,1915,21.8,3.4,3.8,170
12,2004,244,1920,21.9,3.4,4.1,168
12,2004,244,1925,22.0,3.3,4.0,173
12,2004,244,1930,22.0,3.4,4.0,167
12,2004,244,1935,22.0,3.5,4.1,167
12,2004,244,1940,22.1,3.7,4.3,164
12,2004,244,1945,22.1,3.8,4.2,165
12,2004,244,1950,22.3,3.4,3.8,173
12,2004,244,1955,22.4,3.5,4.1,174
12,2004,244,2000,22.4,3.5,3.9,170
12,2004,244,2005,22.4,3.4,3.9,165
12,2004,244,2010,22.5,3.6,4.0,168
12,2004,244,2015,22.6,3.6,4.4,171
12,2004,244,2020,22.7,3.6,4.0,167
12,2004,244,2025,22.8,3.5,3.9,169
12,2004,244,2030,22.9,3.6,4.1,171
12,2004,244,2035,23.0,3.5,4.0,168
12,2004,244,2040,23.1,3.4,3.8,171
12,2004,244,2045,23.1,3.6,4.1,170
12,2004,244,2050,23.3,3.3,3.7,172
12,2004,244,2055,23.3,3.4,3.8,162
12,2004,244,2100,23.3,3.4,3.9,155
12,2004,244,2105,23.3,3.6,4.1,148
12,2004,244,2110,23.3,3.6,4.0,146
12,2004,244,2115,23.4,3.2,4.0,143
12,2004,244,2120,23.3,3.7,4.0,147
12,2004,244,2125,23.4,4.0,4.4,149
12,2004,244,2130,23.4,4.2,4.6,150
12,2004,244,2135,23.4,4.6,5.3,155
12,2004,244,2140,23.5,4.5,5.1,158
12,2004,244,2145,23.6,4.5,5.1,154
12,2004,244,2150,23.5,4.6,5.1,152
12,2004,244,2155,23.5,5.0,5.7,156
12,2004,244,2200,23.5,4.8,5.4,154
12,2004,244,2205,23.6,4.7,5.3,153
12,2004,244,2210,23.6,4.6,5.0,155
12,2004,244,2215,23.7,4.8,5.1,156
12,2004,244,2220,23.8,4.7,5.2,163
12,2004,244,2225,23.8,4.7,5.1,166
12,2004,244,2230,23.8,4.5,5.0,163
12,2004,244,2235,23.8,4.3,4.6,163
12,2004,244,2240,23.8,4.5,5.0,160
12,2004,244,2245,23.8,4.6,5.1,159
12,2004,244,2250,23.7,4.9,5.4,156
12,2004,244,2255,23.7,4.9,5.4,159
12,2004,244,2300,23.7,4.7,5.2,159
12,2004,244,2305,23.7,5.1,5.5,160
12,2004,244,2310,23.6,5.0,5.5,161
12,2004,244,2315,23.6,4.8,5.4,161
12,2004,244,2320,23.5,5.1,5.8,163
12,2004,244,2325,23.4,4.9,5.4,163
12,2004,244,2330,23.2,5.0,5.5,167
12,2004,244,2335,23.2,5.1,5.6,168
12,2004,244,2340,23.1,4.9,5.4,165
12,2004,244,2345,23.1,5.0,5.5,163
12,2004,244,2350,23.0,5.0,5.9,166
12,2004,244,2355,23.2,5.1,5.7,173
12,2004,245,0000,23.3,5.4,5.9,182
12,2004,245,0005,23.4,5.5,6.2,185
12,2004,245,0010,23.3,5.4,6.0,183
12,2004,245,0015,23.4,5.3,5.7,186
12,2004,245,0020,23.3,5.2,5.7,185
12,2004,245,0025,23.3,5.3,5.8,180
12,2004,245,0030,23.2,5.4,6.3,178
12,2004,245,0035,23.2,5.3,5.7,180
12,2004,245,0040,23.2,4.9,5.5,181
12,2004,245,0045,23.1,4.7,5.6,185
12,2004,245,0050,23.1,5.1,5.8,184
12,2004,245,0055,23.1,5.2,5.8,186
12,2004,245,0100,23.1,5.3,5.7,186
12,2004,245,0105,23.0,5.0,5.7,187
12,2004,245,0110,23.0,4.7,5.4,187
12,2004,245,0115,23.0,5.2,5.8,184
12,2004,245,0120,23.0,5.3,5.8,185
12,2004,245,0125,23.0,4.9,5.6,187
12,2004,245,0130,22.9,3.4,4.2,190
12,2004,245,0135,22.9,4.5,5.8,191
12,2004,245,0140,23.0,5.5,5.9,189
12,2004,245,0145,22.9,4.3,5.3,188
12,2004,245,0150,22.9,4.1,4.5,192
12,2004,245,0155,22.8,3.7,4.2,198
12,2004,245,0200,22.8,4.6,5.5,196
12,2004,245,0205,22.8,4.2,5.1,201
12,2004,245,0210,22.8,4.7,6.0,195
12,2004,245,0215,22.8,4.7,5.4,197
12,2004,245,0220,22.8,5.2,6.1,200
12,2004,245,0225,22.9,5.7,6.4,201
12,2004,245,0230,22.6,2.8,4.8,209
12,2004,245,0235,22.5,4.8,5.8,198
12,2004,245,0240,22.5,5.3,5.7,198
12,2004,245,0245,22.5,5.1,5.8,198
12,2004,245,0250,22.4,4.6,5.7,193
12,2004,245,0255,22.3,3.9,5.6,201
12,2004,245,0300,22.2,3.2,4.1,203
12,2004,245,0305,22.4,5.2,6.2,208
12,2004,245,0310,22.3,3.8,5.0,213
12,2004,245,0315,22.3,4.0,5.1,213
12,2004,245,0320,22.3,4.8,5.6,213
12,2004,245,0325,22.3,5.0,6.3,214
12,2004,245,0330,22.3,5.6,6.4,211
12,2004,245,0335,22.2,4.9,5.8,209
12,2004,245,0340,22.2,5.8,6.4,210
12,2004,245,0345,22.2,5.6,6.3,210
12,2004,245,0350,22.2,5.6,6.4,212
12,2004,245,0355,22.3,6.4,7.1,214
12,2004,245,0400,22.2,5.6,6.2,212
12,2004,245,0405,22.1,5.7,6.6,217
12,2004,245,0410,22.1,5.2,5.9,220
12,2004,245,0415,22.1,5.5,6.1,221
12,2004,245,0420,22.1,5.4,6.0,222
12,2004,245,0425,22.1,5.1,5.7,226
12,2004,245,0430,22.1,5.2,5.6,228
12,2004,245,0435,22.0,4.6,5.2,231
12,2004,245,0440,22.0,4.5,4.8,234
12,2004,245,0445,21.9,4.3,4.7,232
12,2004,245,0450,21.9,4.1,4.4,230
12,2004,245,0455,21.9,3.9,4.3,234
12,2004,245,0500,21.9,3.9,4.2,239
12,2004,245,0505,22.0,3.5,4.3,255
12,2004,245,0510,22.1,3.3,3.5,264
12,2004,245,0515,22.0,2.8,3.1,265
12,2004,245,0520,21.9,2.7,3.0,268
12,2004,245,0525,21.9,2.7,2.9,275
12,2004,245,0530,21.8,2.7,3.2,277
12,2004,245,0535,21.7,3.1,3.6,287
12,2004,245,0540,21.8,3.4,3.7,300
12,2004,245,0545,21.7,3.7,4.1,309
12,2004,245,0550,21.8,4.3,4.8,319
12,2004,245,0555,21.8,4.2,4.5,321
12,2004,245,0600,21.8,4.0,4.6,325
12,2004,245,0605,21.9,4.3,4.9,328
12,2004,245,0610,21.9,4.8,5.3,332
12,2004,245,0615,21.8,4.7,5.2,330
12,2004,245,0620,21.7,4.7,5.0,327
12,2004,245,0625,21.6,4.3,4.7,328
12,2004,245,0630,21.5,3.9,4.3,329
12,2004,245,0635,21.5,3.3,3.8,324
12,2004,245,0640,21.4,3.3,3.5,325
12,2004,245,0645,21.4,3.3,3.5,327
12,2004,245,0650,21.4,3.2,3.4,328
12,2004,245,0655,21.3,3.3,3.6,327
12,2004,245,0700,21.3,3.3,3.6,325
12,2004,245,0705,21.3,3.1,3.3,327
12,2004,245,0710,21.3,3.0,3.3,329
12,2004,245,0715,21.3,2.9,3.1,328
12,2004,245,0720,21.3,3.0,3.3,324
12,2004,245,0725,21.3,2.9,3.2,323
12,2004,245,0730,21.3,2.8,3.1,325
12,2004,245,0735,21.3,2.8,3.1,322
12,2004,245,0740,21.3,2.8,3.1,321
12,2004,245,0745,21.3,2.8,3.1,327
12,2004,245,0750,21.3,3.0,3.4,328
12,2004,245,0755,21.3,3.0,3.2,326
12,2004,245,0800,21.3,3.3,3.7,321
12,2004,245,0805,21.1,3.6,3.9,319
12,2004,245,0810,21.1,3.7,3.9,322
12,2004,245,0815,20.9,3.9,4.1,323
12,2004,245,0820,20.9,3.8,4.0,325
12,2004,245,0825,20.8,3.8,4.3,324
12,2004,245,0830,20.7,3.9,4.3,323
12,2004,245,0835,20.7,3.7,4.0,326
12,2004,245,0840,20.7,3.7,4.1,329
12,2004,245,0845,20.7,4.1,4.7,333
12,2004,245,0850,20.6,4.4,4.9,334
12,2004,245,0855,20.5,4.1,4.4,333
12,2004,245,0900,20.4,3.9,4.4,329
12,2004,245,0905,20.4,3.9,4.2,330
12,2004,245,0910,20.4,4.0,4.3,327
12,2004,245,0915,20.3,4.0,4.5,324
12,2004,245,0920,20.2,4.1,4.4,324
12,2004,245,0925,20.3,4.5,4.9,323
12,2004,245,0930,20.3,4.3,4.8,327
12,2004,245,0935,20.3,4.8,5.2,326
12,2004,245,0940,20.2,5.0,5.5,327
12,2004,245,0945,20.1,5.0,5.8,326
12,2004,245,0950,19.9,5.4,5.7,329
12,2004,245,0955,19.7,5.3,5.6,329
12,2004,245,1000,19.7,5.6,6.6,332
12,2004,245,1005,19.7,6.3,6.7,338
12,2004,245,1010,19.7,6.1,6.7,337
12,2004,245,1015,19.7,5.9,6.3,337
12,2004,245,1020,19.7,5.1,5.5,334
12,2004,245,1025,19.7,4.9,5.3,339
12,2004,245,1030,19.7,5.2,5.6,344
12,2004,245,1035,19.6,5.3,5.6,343
12,2004,245,1040,19.6,5.0,5.6,345
12,2004,245,1045,19.6,5.2,5.5,341
12,2004,245,1050,19.6,4.4,5.0,341
12,2004,245,1055,19.6,4.5,5.0,350
12,2004,245,1100,19.6,4.6,5.2,350
12,2004,245,1105,19.6,4.5,5.3,351
12,2004,245,1110,19.6,5.0,5.6,357
12,2004,245,1115,19.6,5.1,6.0,360
12,2004,245,1120,19.7,5.1,5.8,003
12,2004,245,1125,19.9,4.3,5.2,006
12,2004,245,1130,20.1,3.9,5.2,009
12,2004,245,1135,20.2,4.1,5.3,011
12,2004,245,1140,20.1,4.3,5.2,009
12,2004,245,1145,20.1,4.8,5.6,007
12,2004,245,1150,20.2,4.6,6.2,008
12,2004,245,1155,20.1,4.7,5.9,012
12,2004,245,1200,20.1,4.6,5.9,010
12,2004,245,1205,20.0,4.6,5.6,015
12,2004,245,1210,19.9,4.7,5.2,014
12,2004,245,1215,19.8,4.6,5.6,017
12,2004,245,1220,19.8,4.8,5.8,018
12,2004,245,1225,19.9,5.1,6.4,021
12,2004,245,1230,19.8,5.4,6.2,022
12,2004,245,1235,19.9,5.6,6.4,022
12,2004,245,1240,19.9,5.7,6.6,022
12,2004,245,1245,19.6,5.9,6.7,024
12,2004,245,1250,19.5,5.7,7.1,022
12,2004,245,1255,19.5,6.3,7.3,031
12,2004,245,1300,19.6,6.0,6.5,031
12,2004,245,1305,19.7,5.5,6.0,036
12,2004,245,1310,19.8,5.6,6.3,040
12,2004,245,1315,20.0,5.3,6.1,043
12,2004,245,1320,20.2,5.2,5.8,051
12,2004,245,1325,20.3,4.9,5.4,053
12,2004,245,1330,20.3,5.1,5.6,048
12,2004,245,1335,20.5,4.9,5.4,051
12,2004,245,1340,20.4,4.9,5.8,057
12,2004,245,1345,20.3,5.0,5.7,059
12,2004,245,1350,20.3,4.6,5.3,059
12,2004,245,1355,20.3,4.6,5.3,063
12,2004,245,1400,20.3,4.5,5.1,058
12,2004,245,1405,20.3,4.1,4.7,065
12,2004,245,1410,20.2,4.2,4.6,062
12,2004,245,1415,20.3,4.2,5.1,055
12,2004,245,1420,20.3,4.5,5.1,053
12,2004,245,1425,20.4,4.5,5.2,049
12,2004,245,1430,20.4,3.9,4.8,058
12,2004,245,1435,20.3,4.0,4.6,070
12,2004,245,1440,20.1,4.1,4.9,078
12,2004,245,1445,20.0,4.5,6.0,081
12,2004,245,1450,20.0,4.8,5.3,079
12,2004,245,1455,19.9,4.6,5.4,087
12,2004,245,1500,20.1,4.0,4.9,084
12,2004,245,1505,20.1,4.3,4.9,085
12,2004,245,1510,20.1,4.2,4.8,089
12,2004,245,1515,20.2,4.1,4.9,086
12,2004,245,1520,20.2,4.1,4.6,091
12,2004,245,1525,20.3,4.0,4.6,086
12,2004,245,1530,20.3,4.5,5.3,083
12,2004,245,1535,20.3,4.4,5.1,082
12,2004,245,1540,20.4,4.2,4.7,083
12,2004,245,1545,20.6,4.2,4.8,071
12,2004,245,1550,20.6,3.9,4.6,070
12,2004,245,1555,20.7,3.6,4.4,072
12,2004,245,1600,20.6,3.2,3.6,079
12,2004,245,1605,20.6,3.2,3.7,084
12,2004,245,1610,20.7,3.0,3.5,086
12,2004,245,1615,20.7,3.0,3.9,085
12,2004,245,1620,20.8,2.9,3.5,084
12,2004,245,1625,20.8,3.0,3.3,082
12,2004,245,1630,20.9,2.8,3.6,083
12,2004,245,1635,20.9,2.9,3.4,084
12,2004,245,1640,20.8,3.1,3.7,091
12,2004,245,1645,20.9,3.3,4.1,093
12,2004,245,1650,20.9,3.3,3.7,087
12,2004,245,1655,20.9,3.2,3.8,099
12,2004,245,1700,20.9,3.7,4.3,114
12,2004,245,1705,21.0,3.8,4.5,110
12,2004,245,1710,21.1,3.7,4.4,108
12,2004,245,1715,21.0,4.3,5.0,110
12,2004,245,1720,21.0,3.8,4.4,108
12,2004,245,1725,21.1,4.1,4.7,103
12,2004,245,1730,21.2,4.2,4.8,111
12,2004,245,1735,21.3,3.9,4.5,105
12,2004,245,1740,21.3,3.6,4.2,097
12,2004,245,1745,21.3,3.5,4.3,096
12,2004,245,1750,21.4,3.1,3.9,100
12,2004,245,1755,21.4,3.3,4.0,097
12,2004,245,1800,21.4,3.4,3.9,105
12,2004,245,1805,21.5,2.9,3.6,105
12,2004,245,1810,21.5,2.8,3.8,095
12,2004,245,1815,21.5,2.8,3.5,100
12,2004,245,1820,21.5,3.1,3.7,105
12,2004,245,1825,21.6,3.4,3.8,113
12,2004,245,1830,21.6,3.6,4.7,115
12,2004,245,1835,21.7,3.0,3.6,118
12,2004,245,1840,21.7,3.3,3.8,115
12,2004,245,1845,21.7,3.2,3.6,108
12,2004,245,1850,21.7,3.3,3.8,112
12,2004,245,1855,21.8,3.0,3.8,105
12,2004,245,1900,21.8,2.9,3.3,106
12,2004,245,1905,21.9,2.7,3.3,108
12,2004,245,1910,21.9,2.8,3.3,113
12,2004,245,1915,22.0,2.7,3.4,114
12,2004,245,1920,21.9,2.8,3.4,105
12,2004,245,1925,21.9,2.9,3.4,105
12,2004,245,1930,21.9,2.8,3.2,101
12,2004,245,1935,22.0,2.8,3.2,102
12,2004,245,1940,22.0,2.8,3.3,103
12,2004,245,1945,22.0,3.2,3.8,106
12,2004,245,1950,21.9,3.5,4.1,101
12,2004,245,1955,22.0,3.3,3.9,100
12,2004,245,2000,22.0,3.6,4.0,104
12,2004,245,2005,22.1,3.2,3.9,102
12,2004,245,2010,22.1,3.5,4.0,101
12,2004,245,2015,22.1,3.4,3.9,099
12,2004,245,2020,22.2,3.5,4.1,109
12,2004,245,2025,22.3,3.3,3.7,111
12,2004,245,2030,22.4,3.2,3.7,118
12,2004,245,2035,22.3,3.5,4.2,115
12,2004,245,2040,22.4,3.5,3.9,114
12,2004,245,2045,22.4,3.7,4.1,120
12,2004,245,2050,22.5,3.6,4.0,112
12,2004,245,2055,22.6,3.6,4.0,124
12,2004,245,2100,22.6,3.7,4.2,123
12,2004,245,2105,22.6,3.9,4.4,123
12,2004,245,2110,22.5,4.1,4.6,124
12,2004,245,2115,22.6,4.0,4.6,126
12,2004,245,2120,22.7,3.9,4.4,123
12,2004,245,2125,22.8,3.8,4.5,119
12,2004,245,2130,22.9,3.7,4.1,122
12,2004,245,2135,22.8,3.8,4.1,125
12,2004,245,2140,22.9,4.0,4.4,119
12,2004,245,2145,22.8,3.9,4.5,114
12,2004,245,2150,22.9,3.6,4.2,108
12,2004,245,2155,23.1,3.5,4.1,107
12,2004,245,2200,23.1,3.5,4.2,110
12,2004,245,2205,23.0,3.7,4.1,113
12,2004,245,2210,22.9,3.7,4.3,113
12,2004,245,2215,23.0,3.7,4.1,110
12,2004,245,2220,22.8,3.8,4.3,111
12,2004,245,2225,22.7,3.7,4.2,116
12,2004,245,2230,22.7,3.7,4.0,121
12,2004,245,2235,22.6,3.7,4.1,118
12,2004,245,2240,22.5,3.7,4.0,113
12,2004,245,2245,22.5,3.6,4.0,111
12,2004,245,2250,23.0,3.5,4.0,113
12,2004,245,2255,23.1,3.7,4.2,114
12,2004,245,2300,22.9,3.8,4.3,114
12,2004,245,2305,22.7,4.1,4.5,118
12,2004,245,2310,22.5,3.9,4.4,119
12,2004,245,2315,22.5,3.8,4.0,119
12,2004,245,2320,22.4,3.8,4.1,116
12,2004,245,2325,22.3,4.2,4.6,113
12,2004,245,2330,22.4,4.6,5.1,107
12,2004,245,2335,22.3,4.8,5.4,106
12,2004,245,2340,22.2,4.8,5.3,107
12,2004,245,2345,22.2,4.6,5.1,102
12,2004,245,2350,22.2,4.6,5.1,099
12,2004,245,2355,22.1,5.1,5.4,100
12,2004,246,0000,22.1,5.4,5.9,104
12,2004,246,0005,22.1,5.3,5.9,103
12,2004,246,0010,22.1,5.5,6.0,100
12,2004,246,0015,22.1,5.2,5.6,101
12,2004,246,0020,22.1,5.1,5.5,106
12,2004,246,0025,22.1,5.1,5.6,106
12,2004,246,0030,22.1,5.0,5.6,101
12,2004,246,0035,22.1,5.3,5.9,103
12,2004,246,0040,22.0,5.5,6.1,106
12,2004,246,0045,22.1,5.4,6.0,106
12,2004,246,0050,22.1,5.6,6.2,101
12,2004,246,0055,22.1,5.5,5.9,102
12,2004,246,0100,22.1,5.6,6.0,105
12,2004,246,0105,22.1,5.6,6.0,107
12,2004,246,0110,22.1,5.7,6.1,106
12,2004,246,0115,22.1,5.4,5.9,106
12,2004,246,0120,22.1,5.4,6.1,103
12,2004,246,0125,22.1,5.6,6.2,106
12,2004,246,0130,22.1,5.6,6.1,104
12,2004,246,0135,22.2,6.0,6.5,102
12,2004,246,0140,22.2,6.0,6.4,105
12,2004,246,0145,22.2,5.6,6.0,108
12,2004,246,0150,22.2,5.4,6.0,106
12,2004,246,0155,22.2,5.7,6.1,105
12,2004,246,0200,22.2,5.6,5.9,103
12,2004,246,0205,22.2,5.6,6.1,106
12,2004,246,0210,22.2,5.8,6.3,105
12,2004,246,0215,22.2,5.7,6.3,107
12,2004,246,0220,22.3,5.6,6.1,106
12,2004,246,0225,22.3,5.7,6.1,104
12,2004,246,0230,22.3,5.5,6.0,105
12,2004,246,0235,22.3,5.5,6.1,106
12,2004,246,0240,22.3,5.4,5.9,110
12,2004,246,0245,22.3,5.8,6.3,107
12,2004,246,0250,22.3,5.8,6.3,108
12,2004,246,0255,22.3,5.4,5.8,106
12,2004,246,0300,22.3,5.5,5.9,106
12,2004,246,0305,22.3,5.5,6.0,106
12,2004,246,0310,22.3,5.5,5.9,104
12,2004,246,0315,22.3,5.3,5.8,107
12,2004,246,0320,22.3,5.3,5.8,106
12,2004,246,0325,22.3,5.0,5.8,108
12,2004,246,0330,22.2,4.6,5.1,113
12,2004,246,0335,22.2,4.6,5.2,111
12,2004,246,0340,22.3,4.6,5.0,107
12,2004,246,0345,22.2,4.4,4.9,114
12,2004,246,0350,22.3,4.9,5.3,113
12,2004,246,0355,22.3,4.9,5.4,112
12,2004,246,0400,22.3,5.1,6.1,111
12,2004,246,0405,22.4,5.8,6.4,108
12,2004,246,0410,22.4,5.5,6.3,109
12,2004,246,0415,22.3,5.3,5.7,112
12,2004,246,0420,22.4,5.6,6.0,116
12,2004,246,0425,22.4,5.7,6.2,113
12,2004,246,0430,22.4,5.7,6.2,112
12,2004,246,0435,22.4,6.0,6.6,111
12,2004,246,0440,22.4,6.4,7.0,111
12,2004,246,0445,22.4,6.3,6.8,110
12,2004,246,0450,22.4,6.3,7.0,111
12,2004,246,0455,22.4,6.4,6.8,110
12,2004,246,0500,22.3,6.5,7.0,108
12,2004,246,0505,22.3,6.2,6.7,110
12,2004,246,0510,22.4,6.3,6.7,110
12,2004,246,0515,22.3,6.2,6.7,110
12,2004,246,0520,22.3,5.7,6.8,114
12,2004,246,0525,22.3,5.9,6.8,110
12,2004,246,0530,22.3,6.2,6.6,113
12,2004,246,0535,22.3,5.9,6.5,117
12,2004,246,0540,22.3,5.8,6.5,117
12,2004,246,0545,22.3,5.8,6.9,115
12,2004,246,0550,22.4,6.2,6.9,113
12,2004,246,0555,22.3,6.0,6.7,114
12,2004,246,0600,22.3,6.0,6.7,119
12,2004,246,0605,22.3,6.5,7.2,117
12,2004,246,0610,22.3,6.7,7.3,118
12,2004,246,0615,22.2,6.5,7.3,118
12,2004,246,0620,22.2,6.7,7.5,116
12,2004,246,0625,22.2,6.7,7.3,115
12,2004,246,0630,22.2,6.6,7.7,112
12,2004,246,0635,22.2,7.0,7.6,111
12,2004,246,0640,22.2,6.5,7.3,108
12,2004,246,0645,22.2,6.7,7.8,109
12,2004,246,0650,22.2,6.7,7.7,108
12,2004,246,0655,22.1,6.6,7.7,108
12,2004,246,0700,22.1,6.6,7.2,116
12,2004,246,0705,22.1,6.5,7.7,117
12,2004,246,0710,21.9,5.6,6.7,127
12,2004,246,0715,21.8,5.4,6.2,133
12,2004,246,0720,21.8,5.0,5.9,130
12,2004,246,0725,21.8,5.7,6.4,123
12,2004,246,0730,21.8,5.9,6.8,120
12,2004,246,0735,21.8,5.6,6.4,122
12,2004,246,0740,21.8,5.6,6.4,126
12,2004,246,0745,21.8,5.5,6.0,130
12,2004,246,0750,21.8,5.6,6.4,129
12,2004,246,0755,21.8,5.6,6.3,127
12,2004,246,0800,21.8,5.2,5.9,129
12,2004,246,0805,21.8,5.3,6.1,129
12,2004,246,0810,21.8,5.6,6.6,127
12,2004,246,0815,21.8,5.9,6.7,131
12,2004,246,0820,21.8,5.9,6.6,133
12,2004,246,0825,21.9,5.9,6.6,126
12,2004,246,0830,21.9,6.2,7.1,129
12,2004,246,0835,21.8,6.2,7.1,129
12,2004,246,0840,21.8,6.0,6.7,127
12,2004,246,0845,21.8,6.2,6.8,125
12,2004,246,0850,21.8,6.1,6.7,123
12,2004,246,0855,21.8,6.6,7.3,123
12,2004,246,0900,21.8,6.4,6.9,122
12,2004,246,0905,21.8,6.3,7.3,115
12,2004,246,0910,21.8,6.4,7.1,116
12,2004,246,0915,21.8,6.5,6.9,115
12,2004,246,0920,21.8,6.2,6.9,117
12,2004,246,0925,21.8,6.5,7.4,117
12,2004,246,0930,21.8,7.0,7.6,121
12,2004,246,0935,21.8,7.1,7.6,121
12,2004,246,0940,21.8,6.6,7.6,119
12,2004,246,0945,21.8,6.7,7.2,120
12,2004,246,0950,21.8,6.7,7.5,121
12,2004,246,0955,21.7,5.9,6.9,118
12,2004,246,1000,21.7,5.9,6.9,120
12,2004,246,1005,21.7,5.8,6.6,121
12,2004,246,1010,21.7,6.2,6.8,121
12,2004,246,1015,21.7,6.3,6.7,119
12,2004,246,1020,21.6,6.3,7.3,121
12,2004,246,1025,21.7,6.1,7.0,122
12,2004,246,1030,21.7,6.4,7.2,121
12,2004,246,1035,21.7,5.9,6.7,119
12,2004,246,1040,21.7,6.3,7.1,125
12,2004,246,1045,21.9,6.9,8.1,119
12,2004,246,1050,21.9,6.9,7.6,113
12,2004,246,1055,22.0,7.0,7.7,116
12,2004,246,1100,21.9,6.3,7.0,118
12,2004,246,1105,21.8,6.2,6.8,121
12,2004,246,1110,21.7,6.2,6.7,116
12,2004,246,1115,21.7,5.7,6.2,118
12,2004,246,1120,21.7,5.5,6.4,120
12,2004,246,1125,21.6,5.5,6.4,131
12,2004,246,1130,21.7,5.4,5.9,130
12,2004,246,1135,21.7,5.6,6.3,125
12,2004,246,1140,21.6,5.1,6.3,141
12,2004,246,1145,21.6,5.4,5.9,138
12,2004,246,1150,21.7,5.1,5.9,136
12,2004,246,1155,21.6,5.3,5.7,137
12,2004,246,1200,21.7,4.7,5.6,133
12,2004,246,1205,21.7,4.4,4.9,134
12,2004,246,1210,21.8,4.3,4.7,130
12,2004,246,1215,21.8,4.5,5.0,135
12,2004,246,1220,21.8,4.3,4.9,135
12,2004,246,1225,21.8,4.1,4.6,138
12,2004,246,1230,21.7,4.6,5.2,128
12,2004,246,1235,21.7,4.9,5.5,129
12,2004,246,1240,21.7,5.1,5.7,130
12,2004,246,1245,21.6,4.9,5.5,134
12,2004,246,1250,21.7,4.4,5.1,131
12,2004,246,1255,21.7,4.4,5.0,128
12,2004,246,1300,21.8,4.0,4.4,123
12,2004,246,1305,21.8,4.4,5.2,123
12,2004,246,1310,21.7,4.3,5.3,122
12,2004,246,1315,21.6,4.6,5.1,119
12,2004,246,1320,21.6,4.7,5.2,122
12,2004,246,1325,21.5,4.9,5.9,123
12,2004,246,1330,21.4,4.9,5.6,122
12,2004,246,1335,21.3,4.7,5.3,120
12,2004,246,1340,21.4,5.4,5.9,115
12,2004,246,1345,21.6,5.6,6.0,113
12,2004,246,1350,21.7,5.6,6.0,115
12,2004,246,1355,21.7,5.1,5.6,114
12,2004,246,1400,21.7,4.8,5.5,113
12,2004,246,1405,21.7,4.6,5.0,115
12,2004,246,1410,21.7,4.5,5.8,112
12,2004,246,1415,21.6,4.7,5.6,110
12,2004,246,1420,21.6,5.0,5.4,107
12,2004,246,1425,21.6,4.8,5.4,110
12,2004,246,1430,21.6,4.9,5.3,110
12,2004,246,1435,21.7,5.0,5.5,111
12,2004,246,1440,21.6,4.8,5.3,109
12,2004,246,1445,21.6,4.5,5.0,111
12,2004,246,1450,21.7,4.4,4.8,110
12,2004,246,1455,21.7,4.3,4.7,112
12,2004,246,1500,21.7,4.6,5.0,109
12,2004,246,1505,21.7,4.4,4.9,112
12,2004,246,1510,21.8,4.3,5.1,111
12,2004,246,1515,21.8,3.8,4.3,105
12,2004,246,1520,21.8,3.6,4.1,105
12,2004,246,1525,21.7,3.9,4.4,103
12,2004,246,1530,21.7,4.0,4.4,109
12,2004,246,1535,21.7,4.2,4.6,115
12,2004,246,1540,21.7,3.9,4.3,111
12,2004,246,1545,21.8,3.8,4.5,102
12,2004,246,1550,21.8,3.8,4.5,103
12,2004,246,1555,21.8,3.4,4.2,101
12,2004,246,1600,21.8,3.3,3.8,102
12,2004,246,1605,21.9,3.2,3.5,099
12,2004,246,1610,21.9,3.0,3.4,104
12,2004,246,1615,21.9,3.0,3.5,103
12,2004,246,1620,21.9,3.2,3.7,107
12,2004,246,1625,21.9,3.3,3.6,106
12,2004,246,1630,21.9,3.4,4.2,104
12,2004,246,1635,22.0,3.3,3.8,102
12,2004,246,1640,22.0,3.2,4.3,101
12,2004,246,1645,22.0,2.9,3.4,099
12,2004,246,1650,22.1,2.9,3.4,100
12,2004,246,1655,22.1,2.8,3.3,096
12,2004,246,1700,22.1,3.1,3.6,098
12,2004,246,1705,22.1,3.2,3.9,096
12,2004,246,1710,22.1,3.4,3.9,091
12,2004,246,1715,22.1,3.3,3.8,096
12,2004,246,1720,22.1,3.5,4.0,097
